id,name,deck,image,genres,site_detail_url,genre_names,genre_count,image_url
171,Star Wars: Force Commander,"Because of its dated graphics, ineffective controls, and flawed gameplay, Force Commander falls short of its ambitious intent.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/7/5/2/4/2217524-swfcbox.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/7/5/2/4/2217524-swfcbox.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/7/5/2/4/2217524-swfcbox.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/7/5/2/4/2217524-swfcbox.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/star-wars-force-commander/,"['Real-Time', 'Strategy']",2,
172,Heavy Gear II,Heavy Gear II is the most impressive game yet in the giant robot genre.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/6/6/6/2215666-4090_heavy_gear_2__german_.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/6/6/6/2215666-4090_heavy_gear_2__german_.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/6/6/6/2215666-4090_heavy_gear_2__german_.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/6/6/6/2215666-4090_heavy_gear_2__german_.jpg'}",[{'name': 'Simulation'}],https://www.gamespot.com/heavy-gear-ii/,['Simulation'],1,
175,Starsiege,"Starsiege brings new life to a genre otherwise devoid of it, even if it doesn't really succeed in elevating robot sims out of their long-term rut.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/8/0/9/2215809-siegebox.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/8/0/9/2215809-siegebox.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/8/0/9/2215809-siegebox.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/8/0/9/2215809-siegebox.jpg'}",[{'name': 'Simulation'}],https://www.gamespot.com/starsiege/,['Simulation'],1,
176,Battle of Britain (1999),"Like all Grigsby games, Battle of Britain doles out plenty of detail but leaves much room for improvement.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/1/9/9/2211199-80473.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/1/9/9/2211199-80473.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/1/9/9/2211199-80473.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/1/9/9/2211199-80473.jpg'}","[{'name': 'Flight'}, {'name': 'Simulation'}]",https://www.gamespot.com/battle-of-britain-1999/,"['Flight', 'Simulation']",2,
177,Power Chess 98,"If Sierra can up the ante in terms of tutorials, game analysis, and openings, the next Power Chess will have the stuff to challenge Chessmaster 5500 for chess supremacy.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/2/3/6/2224236-1.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/2/3/6/2224236-1.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/2/3/6/2224236-1.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/2/3/6/2224236-1.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/power-chess-98/,['Trivia/Board Game'],1,
178,Stratego (1998),"Stratego occupies a gray area that's more flavorful than backgammon or checkers, but it doesn't have the lasting appeal of those games.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/4/4/178-644.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/4/4/178-644.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/4/4/178-644.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/4/4/178-644.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/stratego-1998/,['Trivia/Board Game'],1,
179,Carmageddon 2: Carpocalypse Now,"If you're not adverse to a little lowbrow humor and a lot of violence and mayhem, you'll find plenty of action and still more fun in Carmageddon II.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/4/5/179-645.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/4/5/179-645.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/4/5/179-645.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/4/5/179-645.jpg'}",[{'name': 'Simulation'}],https://www.gamespot.com/carmageddon-2-carpocalypse-now/,['Simulation'],1,
180,Return to Krondor,"Return to Krondor may not be an epic sequel to Betrayal at Krondor, but its excellent graphics and immersive plot make it an enjoyable story-driven game.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/4/8/180-648.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/4/8/180-648.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/4/8/180-648.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/4/8/180-648.jpg'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/return-to-krondor/,['Role-Playing'],1,
182,Pro Pilot 99,"The good news is that Pro Pilot '99 is a dramatic improvement over that first release, building on the features of that initial release and filling many of the holes.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/5/3/182-653.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/5/3/182-653.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/5/3/182-653.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/5/3/182-653.jpg'}","[{'name': 'Flight'}, {'name': 'Simulation'}]",https://www.gamespot.com/pro-pilot-99/,"['Flight', 'Simulation']",2,
183,Barrage (1998),Barrage is heavy on two themes. The first is flying around in a hovercraft. Thesecond is blowing the hell out of anything that even resembles a threat.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/5/4/183-654.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/5/4/183-654.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/5/4/183-654.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/5/4/183-654.jpg'}",[{'name': 'Action'}],https://www.gamespot.com/barrage-1998/,['Action'],1,
184,Motocross Madness (1998),"With its multitude of modes and good terrain graphics, this is pretty much everything you could hope for in a motocross simulation, and then some.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/5/5/184-655.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/5/5/184-655.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/5/5/184-655.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/5/5/184-655.jpg'}","[{'name': 'Arcade'}, {'name': 'Driving/Racing'}]",https://www.gamespot.com/motocross-madness-1998/,"['Arcade', 'Driving/Racing']",2,
185,Fox Sports Soccer '99,"Though not without a handful of control issues and flaws in commentary, the freshness of Fox's approach makes for a great game.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/1/3/5/2223135-foxsportssoccer99.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/1/3/5/2223135-foxsportssoccer99.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/1/3/5/2223135-foxsportssoccer99.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/1/3/5/2223135-foxsportssoccer99.jpg'}","[{'name': 'Simulation'}, {'name': 'Soccer'}, {'name': 'Sports'}, {'name': 'Team-Based'}]",https://www.gamespot.com/fox-sports-soccer-99/,"['Simulation', 'Soccer', 'Sports', 'Team-Based']",4,
186,Star Wars: X-Wing - Collector Series,"These are classic games that belong on every computer gamer's shelf, no doubt about it.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/5/8/186-658.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/5/8/186-658.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/5/8/186-658.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/5/8/186-658.jpg'}",[{'name': 'Compilation'}],https://www.gamespot.com/star-wars-x-wing-collector-series/,['Compilation'],1,
188,Monopoly Star Wars Edition,"Though not an entirely bad idea, the actual combination of the two proves to be somewhat pointless.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/6/6/0/188-660.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/6/6/0/188-660.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/6/6/0/188-660.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/6/6/0/188-660.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/monopoly-star-wars-edition/,['Trivia/Board Game'],1,
189,Earthworm Jim 3D,Earthworm Jim 3D has something to discourage all types of people from playing it.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/9/8/6/2210986-197200_42067_front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/9/8/6/2210986-197200_42067_front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/9/8/6/2210986-197200_42067_front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/9/8/6/2210986-197200_42067_front.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'Platformer'}]",https://www.gamespot.com/earthworm-jim-3d/,"['3D', 'Action', 'Platformer']",3,
190,Peter Jacobsen's Golden Tee Golf,Golden Tee Golf doesn't contain anything that warrants a recommendation.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/7/3/6/3/2217363-tee.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/7/3/6/3/2217363-tee.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/7/3/6/3/2217363-tee.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/7/3/6/3/2217363-tee.jpg'}","[{'name': 'Arcade'}, {'name': 'Golf'}, {'name': 'Sports'}]",https://www.gamespot.com/peter-jacobsens-golden-tee-golf/,"['Arcade', 'Golf', 'Sports']",3,
191,Indiana Jones and the Infernal Machine,"Quirky controls, repetitive puzzles, and a range of other annoying flaws keep this game from being the major-league hit that Indiana Jones fans hoped it would be.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/2/4/6/7/2212467-infernal_poster.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/2/4/6/7/2212467-infernal_poster.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/2/4/6/7/2212467-infernal_poster.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/2/4/6/7/2212467-infernal_poster.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/indiana-jones-and-the-infernal-machine/,"['Action', 'Adventure']",2,
192,Myst (1993),Embark on an adventure through a mysterious island where clues abound and you must try to reverse a wrong that has gone unchecked for ages.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/7/3/9/2210739-m.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/7/3/9/2210739-m.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/7/3/9/2210739-m.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/7/3/9/2210739-m.png'}",[{'name': 'Adventure'}],https://www.gamespot.com/myst-1993/,['Adventure'],1,
193,Quake II,"Whatever else may be said about Quake II, one thing is certain: It is the only first-person shooter to render the original Quake entirely obsolete.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/3/5/7/2210357-q2box.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/3/5/7/2210357-q2box.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/3/5/7/2210357-q2box.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/3/5/7/2210357-q2box.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'First-Person'}, {'name': 'Shooter'}]",https://www.gamespot.com/quake-ii/,"['3D', 'Action', 'First-Person', 'Shooter']",4,
194,Motorhead,Only the most ardent racing fans need apply.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/3/3/9/2221339-motorhead.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/3/3/9/2221339-motorhead.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/3/3/9/2221339-motorhead.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/3/3/9/2221339-motorhead.jpg'}","[{'name': 'Arcade'}, {'name': 'Driving/Racing'}]",https://www.gamespot.com/motorhead/,"['Arcade', 'Driving/Racing']",2,
195,Warzone 2100,"Warzone 2100's highly navigable 3D engine, unique campaign structure, and multiplayer gameplay should please most real-time strategy fans.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/7/3/5/0/2217350-the_20game_20__20backstory_20__201_5b1_5d.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/7/3/5/0/2217350-the_20game_20__20backstory_20__201_5b1_5d.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/7/3/5/0/2217350-the_20game_20__20backstory_20__201_5b1_5d.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/7/3/5/0/2217350-the_20game_20__20backstory_20__201_5b1_5d.jpg'}",[{'name': 'Strategy'}],https://www.gamespot.com/warzone-2100/,['Strategy'],1,
196,Myth: The Fallen Lords,"This fantasy game unfolds around a richly woven plot, involving an epic struggle between the undead and spirit forces of Dark and the living forces of Light.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/7/1/1/2211711-myth.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/7/1/1/2211711-myth.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/7/1/1/2211711-myth.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/7/1/1/2211711-myth.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/myth-the-fallen-lords/,"['Real-Time', 'Strategy']",2,
197,Fox Sports Golf '99,"If you're looking for an addictive golfing sim that looks and plays unlike any other, it's definitely worth a look.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/7/3/8/5/2217385-tn_fox_sports___golf_99_ntsc_front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/7/3/8/5/2217385-tn_fox_sports___golf_99_ntsc_front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/7/3/8/5/2217385-tn_fox_sports___golf_99_ntsc_front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/7/3/8/5/2217385-tn_fox_sports___golf_99_ntsc_front.jpg'}","[{'name': 'Golf'}, {'name': 'Simulation'}, {'name': 'Sports'}]",https://www.gamespot.com/fox-sports-golf-99/,"['Golf', 'Simulation', 'Sports']",3,
198,Battleship (1992),"Not an intensely complicated game with intricate strategic developments to begin with, it's now just a guess-fest.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/4/7/0/2211470-battleship.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/4/7/0/2211470-battleship.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/4/7/0/2211470-battleship.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/4/7/0/2211470-battleship.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/battleship-1992/,['Trivia/Board Game'],1,
199,Age of Empires,"This is not quite the game you hoped for. Even worse, it has some definite problems.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/1/3/6/2214136-age_of_empires_user.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/1/3/6/2214136-age_of_empires_user.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/1/3/6/2214136-age_of_empires_user.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/1/3/6/2214136-age_of_empires_user.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/age-of-empires/,"['Real-Time', 'Strategy']",2,
200,Close Combat III: The Russian Front,Close Combat III: The Russian Front is the best Close Combat game of the bunch.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/3/9/3/2214393-cc3.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/3/9/3/2214393-cc3.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/3/9/3/2214393-cc3.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/3/9/3/2214393-cc3.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/close-combat-iii-the-russian-front/,"['Real-Time', 'Strategy']",2,
202,Baseball 2000,"Baseball 2000 feels, plays, and looks just the way its name sounds: generic.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/7/5/8/557061-758.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/7/5/8/557061-758.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/7/5/8/557061-758.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/7/5/8/557061-758.jpg'}","[{'name': 'Baseball'}, {'name': 'Simulation'}, {'name': 'Sports'}, {'name': 'Team-Based'}]",https://www.gamespot.com/baseball-2000/,"['Baseball', 'Simulation', 'Sports', 'Team-Based']",4,
203,Test Drive: Off-Road 2,"Surprisingly enough, Test Drive Off-Road 2 winds up being a better-playing racing game than Test Drive 5.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/3/7/9/2218379-box_tdor2.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/3/7/9/2218379-box_tdor2.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/3/7/9/2218379-box_tdor2.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/3/7/9/2218379-box_tdor2.png'}","[{'name': 'Driving/Racing'}, {'name': 'Simulation'}]",https://www.gamespot.com/test-drive-off-road-2/,"['Driving/Racing', 'Simulation']",2,
204,Sid Meier's Alpha Centauri,Sid Meier's Alpha Centauri is another one of those games that can make hours pass like minutes.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/0/9/0/2215090-256px_alpha_centauri_cover.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/0/9/0/2215090-256px_alpha_centauri_cover.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/0/9/0/2215090-256px_alpha_centauri_cover.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/0/9/0/2215090-256px_alpha_centauri_cover.jpg'}","[{'name': 'Strategy'}, {'name': 'Turn-Based'}]",https://www.gamespot.com/sid-meiers-alpha-centauri/,"['Strategy', 'Turn-Based']",2,
205,Final Fantasy VII,"Never before have technology, playability, and narrative combined as well as in Final Fantasy VII.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/4/0/9/2215409-box_ff7.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/4/0/9/2215409-box_ff7.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/4/0/9/2215409-box_ff7.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/4/0/9/2215409-box_ff7.png'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/final-fantasy-vii/,['Role-Playing'],1,
206,Heretic II,"You wouldn't want to live there, but the world of Heretic II is a beautiful place to visit.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/7/9/2/2218792-4pae3y8.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/7/9/2/2218792-4pae3y8.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/7/9/2/2218792-4pae3y8.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/7/9/2/2218792-4pae3y8.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'Shooter'}, {'name': 'Third-Person'}]",https://www.gamespot.com/heretic-ii/,"['3D', 'Action', 'Shooter', 'Third-Person']",4,
207,Requiem: Avenging Angel,"The pacing and story aren't as good as Half-Life's, but the character interaction and angelic powers elevate the game beyond many other shooters.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/5/8/3/2210583-requiem_box_front_na.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/5/8/3/2210583-requiem_box_front_na.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/5/8/3/2210583-requiem_box_front_na.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/5/8/3/2210583-requiem_box_front_na.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'First-Person'}, {'name': 'Shooter'}]",https://www.gamespot.com/requiem-avenging-angel/,"['3D', 'Action', 'First-Person', 'Shooter']",4,
209,3D Ultra Mini-Golf Deluxe,,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/8/0/0/209-800.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/8/0/0/209-800.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/8/0/0/209-800.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/8/0/0/209-800.jpg'}","[{'name': 'Arcade'}, {'name': 'Golf'}, {'name': 'Sports'}]",https://www.gamespot.com/3d-ultra-mini-golf-deluxe/,"['Arcade', 'Golf', 'Sports']",3,
211,Gruntz,A puzzle game that falls somewhere between Pyro Studios' Commandos and Psygnosis' Lemmings Paintball.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/0/5/7/2216057-40de437a37dac68f906a4f3869ff2927_gruntz.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/0/5/7/2216057-40de437a37dac68f906a4f3869ff2927_gruntz.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/0/5/7/2216057-40de437a37dac68f906a4f3869ff2927_gruntz.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/0/5/7/2216057-40de437a37dac68f906a4f3869ff2927_gruntz.png'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/gruntz/,"['Real-Time', 'Strategy']",2,
212,Civilization: Call to Power,"Whatever else you may think about Call to Power, you have to admire the ambition behind the effort.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/2/3/2/2215232-ctpopeningscreen.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/2/3/2/2215232-ctpopeningscreen.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/2/3/2/2215232-ctpopeningscreen.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/2/3/2/2215232-ctpopeningscreen.jpg'}","[{'name': 'Strategy'}, {'name': 'Turn-Based'}]",https://www.gamespot.com/civilization-call-to-power/,"['Strategy', 'Turn-Based']",2,
